,count,mean,std,rsd,bill_per,public_bill_per,pos_cnt_per,loss_ratio_per
561,322.0,249.0,89.0,36.0,31.0,10.0,31.0,27.0
562,322.0,257.0,94.0,37.0,36.0,15.0,36.0,36.0
563,322.0,284.0,110.0,39.0,31.0,19.0,30.0,30.0
564,118.0,283.0,109.0,39.0,39.0,30.0,39.0,37.0
565,118.0,255.0,96.0,38.0,43.0,37.0,42.0,41.0
566,118.0,267.0,97.0,36.0,34.0,23.0,34.0,34.0
567,118.0,248.0,90.0,36.0,39.0,25.0,39.0,39.0
568,118.0,189.0,131.0,69.0,53.0,51.0,53.0,53.0
569,118.0,234.0,87.0,37.0,50.0,42.0,50.0,49.0
570,118.0,359.0,135.0,38.0,39.0,23.0,37.0,37.0
571,118.0,369.0,149.0,40.0,39.0,23.0,37.0,36.0
572,118.0,242.0,92.0,38.0,40.0,27.0,40.0,40.0
573,118.0,250.0,94.0,38.0,38.0,25.0,38.0,38.0
574,118.0,255.0,100.0,39.0,43.0,37.0,43.0,41.0
575,118.0,285.0,116.0,41.0,40.0,29.0,39.0,37.0
576,248.0,278.0,108.0,39.0,33.0,25.0,32.0,31.0
577,248.0,252.0,93.0,37.0,38.0,23.0,38.0,38.0
578,248.0,264.0,95.0,36.0,35.0,10.0,33.0,30.0
579,248.0,247.0,89.0,36.0,34.0,10.0,33.0,29.0
580,248.0,183.0,124.0,68.0,47.0,34.0,46.0,42.0
581,248.0,223.0,84.0,38.0,45.0,41.0,45.0,45.0
582,248.0,333.0,132.0,40.0,35.0,27.0,34.0,33.0
583,248.0,344.0,139.0,40.0,35.0,24.0,33.0,32.0
584,248.0,230.0,86.0,37.0,34.0,10.0,34.0,29.0
585,248.0,241.0,90.0,37.0,34.0,10.0,34.0,30.0
586,248.0,249.0,95.0,38.0,38.0,22.0,38.0,38.0
587,248.0,279.0,113.0,41.0,33.0,24.0,32.0,31.0
